0.00054705,0,0,0.35066,0,0.0016411,0.56018,0,0,0,0,0,0,0,0.08698
0.16298,0.36704,0.26572,0,0.0044404,0,0.016551,0.12928,0.017762,0,0.00070643,0.016046,0.019174,0.00030276,0
0.0035626,0,0.74678,0,0.12113,0.00027405,0.0005481,0,0.0013702,0.0071252,0.05892,0.06029,0,0,0
0.12657,0.30374,0.12793,0.00013639,0.0057283,0.016503,0.0012275,0.13584,0.022368,0.0045008,0.00081833,0.022504,0.054146,0.17553,0.002455
0.15443,0.30433,0,0.15122,0.24501,0,0.0032015,0,0.14181,0,0,0,0,0,0
0.005099,0.011233,0.19354,0.26212,0.0047295,0.00088679,0,0.10457,0.079737,0.020174,0.12356,0.068948,0.039905,0.048108,0.037393
0,0,0.51208,0.20048,0,0,0,0,0.17495,0.00034507,0,0,0.10214,0.00034507,0.0096618
0.059,0.13611,0.08828,0.22169,0.023001,0.035779,0.055349,0.10288,0.089814,0.025119,0.019204,0.018255,0.0066448,0.065644,0.053231
0.18359,0.50398,0,0.044535,0.033856,0.0088616,0,0.066803,0,0.020904,0.024994,0.093615,0.015224,0.0036355,0
0.11343,0.16333,0.022862,0.10508,0.0098923,0.00021983,0.009013,0.061332,0.05188,0.072983,0.00087931,0.055617,0.19719,0.13607,0.00021983
0.14367,0.30977,0.083289,0.15835,0.053158,0.0070443,0.00017759,0.086604,0.077606,0.00017759,0.0053868,0.0041437,0.02504,0.00059196,0.044989
0.25216,0.49877,0.0052469,0.014198,0.020062,0,0,0.095988,0.033951,0,0.073765,0.0015432,0.00061728,0.0037037,0
0.15965,0.31959,0.012653,0.091143,0.053282,0.12436,0.13296,0.013741,0.0016805,0.0090945,0.0064255,0.047845,0.0086991,0.018881,0
0,0,0.031095,0.19829,0.00045065,0.065345,0,0.10095,0.019829,0.0094637,0,0.18026,0.0022533,0,0.39207
0.19787,0.51995,0.037851,0,0.076383,0,0,0.11491,0,0.00045331,0,0.00022665,0.0027199,0,0.049637
0.024398,0,0.40408,0.026738,0.29746,0.016377,0,0,0,0.1514,0,0,0,0.031751,0.047794
0.065427,0.046504,0,0.3669,0.00032072,0.0028865,0,0.029827,0.32521,0.00064144,0,0.054843,0.10712,0,0.00032072
0.14839,0.29244,0.084872,0,0.061708,0.0059718,0,0.057365,0,0.0028954,0,0.0034383,0.00090481,0.14712,0.1949
0.0052462,0.15658,0,0.0008071,0.31881,0.031477,0,0.011299,0,0.047215,0.10654,0.035513,0,0.00040355,0.28612
0.19198,0.2902,0.0015222,0.051397,0.12178,0.06062,0.15338,0.0034921,0.04692,0.066529,0.012088,8.9542e-05,0,0,0
0.1421,0.28386,0.10618,0.050588,0.11119,0.0028983,0.062182,0.017653,0.044528,0.0011418,0.010188,0.0061479,0.03759,0.090638,0.033111
0,0,0.2531,0,0,0,0,0.085439,0.00045935,0,0.3491,0.13734,0,0.001378,0.17317
0,0,0,0.22079,0,0,0.007865,0.24861,0.22195,0.001151,0,0,0.16344,0.00019183,0.13601
0.17829,0.33621,0.0034958,0,0.02447,0.09089,0.15608,0.08904,0,0.088217,0.027761,0.0051409,0.00020563,0.00020563,0
0,0,0.37858,0,0.055252,0.023192,0.0068213,0,0,0,0.47135,0.062756,0,0,0.0020464
0,0.071942,0,0.27434,0.0076739,0,0,0,0.24317,0.0033573,0,0.0067146,0.041727,0.35108,0
0.0024852,0.14911,0,0.10935,0.16288,0,0,0.28694,0.10036,0,0.00019117,0.00019117,0.050851,0.0021028,0.13554
0.24018,0.42605,0.0010546,0.010809,0.00026364,0.00052729,0.016873,0,0.00026364,0.17374,0,0.12971,0.00052729,0,0
0.27671,0.55342,0,0,0.027397,0,0.00034247,0,0,0,0,0,0.091096,0.015411,0.035616
0,0.0005102,0.15663,0,0.034184,0.0005102,0.059184,0.0045918,0.27143,0,0.092347,0.0076531,0.002551,0.37041,0
0.21737,0.37009,0.00057202,0.09198,0.058575,0.013728,0.0001144,0.047477,0,0,0,0.027914,0.0041185,0.12493,0.04313
0.16066,0.32013,0.10915,0,0,0.10737,0,0,0.00059429,0,0.14303,0.059231,0.0017829,0.098059,0
0.33519,0.52878,0,0.0016351,0,0,0,0,0.00098103,0.10857,0,0.01308,0.011772,0,0
0.19284,0.32261,0.085242,0.1056,0.0076336,0,0,0.045983,0.12177,0.06434,0.0034533,0.02908,0.021265,0.00018175,0
0.25635,0.5216,0.00063532,0,0,0.0031766,0.013342,0.01906,0.083863,0,0,0,0.084816,0.017154,0
