0,0,0,0,0.42857,0.14286,0,0.14286,0,0,0,0,0,0,0.28571
0.0625,0,0.0625,0.0625,0.0625,0,0,0.0625,0.125,0.125,0.3125,0,0.0625,0.0625,0
0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0,0.1,0
0.029412,0.058824,0.088235,0.058824,0,0,0.088235,0,0.088235,0.088235,0,0.20588,0.23529,0.029412,0.029412
0.22222,0,0,0,0,0.33333,0.11111,0,0,0.11111,0,0,0.11111,0,0.11111
0.051282,0.051282,0.051282,0.025641,0,0.025641,0.12821,0.051282,0.17949,0.12821,0.076923,0.025641,0.025641,0.025641,0.15385
0.2,0,0,0,0,0,0,0.2,0,0,0.4,0.1,0,0,0.1
0.17143,0,0,0.028571,0,0.11429,0.028571,0,0.028571,0.057143,0.028571,0.14286,0.028571,0.11429,0.25714
0.10526,0,0.052632,0,0,0,0.21053,0.052632,0.21053,0.052632,0,0.10526,0.15789,0.052632,0
0.047619,0.095238,0.14286,0,0,0,0,0.14286,0.28571,0.095238,0,0,0.047619,0.14286,0
0.095238,0.047619,0.095238,0,0,0.047619,0.02381,0,0.02381,0.21429,0,0.11905,0.095238,0,0.2381
0.083333,0.16667,0,0,0,0.33333,0,0,0.16667,0,0,0.083333,0,0,0.16667
0.13043,0.13043,0.043478,0,0.13043,0.17391,0,0,0.086957,0.043478,0,0.043478,0.043478,0,0.17391
0.11765,0,0,0,0.058824,0.23529,0.11765,0.058824,0.058824,0.11765,0.11765,0,0.058824,0.058824,0
0.17647,0.058824,0,0.058824,0,0.11765,0,0.058824,0.17647,0.058824,0.11765,0,0.11765,0.058824,0
0.076923,0,0.076923,0,0,0.076923,0.076923,0.076923,0.23077,0,0.076923,0.15385,0,0.076923,0.076923
0,0,0.083333,0,0,0.16667,0,0.083333,0.33333,0,0,0,0.083333,0,0.25
0,0,0.1,0.2,0,0,0.1,0,0.1,0,0,0.2,0.1,0,0.2
0.071429,0.071429,0.071429,0.071429,0.071429,0.071429,0.071429,0,0.071429,0,0,0.14286,0.14286,0.071429,0.071429
0.095238,0,0,0.047619,0.047619,0.19048,0,0,0.047619,0,0,0.19048,0.14286,0.14286,0.095238
0.31818,0.045455,0,0.045455,0.045455,0.13636,0.045455,0,0,0.090909,0.045455,0.045455,0.045455,0.090909,0.045455
0.125,0.125,0,0,0,0.125,0.125,0,0.25,0.125,0.125,0,0,0,0
0.13333,0.066667,0,0,0.13333,0,0.066667,0.066667,0.066667,0.13333,0,0.066667,0,0,0.26667
