0,0,0.031688,0,0,0,0.0011054,0.13559,0,0.1157,0,0.15991,0,0,0,0.051584,0,0,0,0,0,0.00479,0.053795,0.44399,0.0018423
0.11852,0,0,0.0013206,0,0.1796,0.0019809,0,0,0,0,0.0049521,0,0,0,0,0,0,0,0.69363,0,0,0,0,0
0.00021195,0.00042391,0.0057228,0,0,0.2482,0.0021195,0.00063586,0,0,0,0.094532,0.0012717,0,0,0.0195,0,0,0.031581,0.44934,0.10089,0,0.045358,0,0.00021195
0,0,0.010699,0.34739,0,0,0.001888,0,0,0,0,0.27313,0.072373,0,0,0.00062933,0,0,0,0.010699,0.17621,0,0.10699,0,0
0.00027412,0.011056,0.0015534,0.1981,0.0095943,0.074561,0.0050256,0.067251,0.0027412,0.058114,9.1374e-05,0.00018275,0,0,0,0,0,0.0016447,0.0037463,0.30939,0.034722,0.0003655,0.0022844,0.21912,0.00018275
0,0.042654,0.0054799,0.040877,0.00029621,0.080569,0.00088863,0.054502,0.015403,0.046505,0.002814,0,0.0082938,0,0,0.11063,0.00059242,0,0,0.30169,0,0.051836,0.042654,0.17743,0.016884
0,0,0,0.11206,0,0,0,0.14941,0,0.12749,0,0.00081202,0,0,0,0,0,0,0,0,0,0.00081202,0.12302,0.4864,0
0,0,0.059308,0.93904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016474
0,0,0,0.0050761,0,0,0.043147,0,0.27411,0,0,0,0.063452,0,0,0,0.61421,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.16614,0,0.14176,0,0,0,0.031603,0,0.0094808,0.10926,0,0,0,0,0.00090293,0,0.54086,0
0.14243,0,0,0,0,0.16142,0.0017804,0,0,0,0.0017804,0,0.024926,0,0,0,0.0023739,0,0,0.66528,0,0,0,0,0
0.0062668,0.00044763,0,0.12355,0,0.12175,0.0013429,0.00089526,0,0,0,0,0,0,0,0.22605,0.00089526,0,0.015667,0.4521,0.028648,0.00089526,0.016115,0.0031334,0.0022381
0,0,0.00033523,0,0,0,0,0.12337,0,0.10526,0.30741,0.0040228,0.0050285,0,0,0,0,0,0,0,0.0090513,0.0020114,0.041904,0.40161,0
