0,0,0,0.54774,0,0,0,0,0,0,0,0.50823,0,0.10667,0,0,0,0.15246,0,0,0.63801,0,0,0,0
0.00062997,0.08009,0,0,0,0,0,0.28441,0,0,0,0,0.2724,0,0,0,0.062125,0,0,0.91358,0,0,0,0,0
0.059088,0.068352,0.038127,0.31119,0,0.15586,0.00040698,0,0.002138,0.0032375,0,0,0.41725,0,0.00053872,0,0.024237,0.15389,0,0.81906,0,0,0,0,0
0.097894,0.013881,0.080173,0.68881,0,0.69248,0,0,0,0,0,0.17243,0,0.0081789,0,0,0,0,0,0,0,0,0,0,0
0.032084,0.051318,0.055597,0,0,0.32169,0,0,0.0093784,0.00057,0,0.32052,0.17346,0.0023931,0,0.0050857,0.053076,0.060417,0,0.7129,0.41164,0.26958,0,0,0.00065227
0,0.091271,0,0,0,0.17435,0,0,0.04216,0.00036354,0,0.32899,0.20949,0.084505,0,0.36066,0.036567,0.16585,0,0.71247,0.36505,0,0.021085,0,0
0,0,0,0,0,0.52132,0,0,0,0.0018477,0,0.51948,0,0,0,0,0,0,0,0,0.67703,0,0,0,0
0,0,0,0.0028532,0,0,0,0,0,0,0.0080559,0,0.0014047,0,0.0040392,0,0,0,0,0,0.0023635,0.99702,0,0,0.076501
0,0,0.70737,0,0.49155,0,0,0.46749,0,0,0,0,0.19841,0.0093642,0,0,0,0,0,0,0,0,0,0,0
0.092965,0.025987,0.12347,0,0.066394,0,0,0,0,0,0,0.61397,0,0.0017063,0,0,0,0,0,0,0.77076,0,0,0,0
0,0.14936,0,0,0,0,0,0.010984,0,0,0,0,0.24819,0,0,0,0.46062,0,0,0.83893,0,0,0,0,0
0.036405,0.089218,0.00089214,0,0,0.32425,0,0.020608,0.033615,0,0.068815,0,0.23361,0,0.0021024,0.40159,0,0.19967,0,0.78965,0,0,0.0035243,0,0
0.031462,0.0088835,0,0,0,0.00079235,0.69701,0,0,0.0096571,0,0.44075,0,0,0,0,0,0.10791,0,0,0.55417,0.0014021,0,0,0
0.017998,0.1049,0,0,0,0,0,0.32516,0.015547,0.012687,0.013844,0.0040025,0.3024,0.017543,0.0045754,0,0.014753,0.055881,0.0077809,0.86868,0.00088507,0.18038,0.0025228,0,0.0019025
0,0,0,0.97549,0,0,0,0,0,0.083605,0.201,0,0,0,0.030449,0,0,0,0,0,0,0.010485,0,0,0
0,0.076224,0,0,0,0,0,0.98862,0,0,0,0,0,0,0,0.0048411,0,0.023357,0,0,0,0,0,0.12751,0
0,0.10485,0.59315,0,0.43028,0,0,0.40922,0.43225,0.0018437,0,0,0,0.24947,0,0,0.18545,0,0,0,0,0,0,0.033336,0
0,0.062624,0,0,0.034993,0,0,0.74587,0.0392,0.00030669,0,0,0.27851,0.040134,0,0,0.030848,0,0,0.59737,0,0.0024433,0,0,0
0.3078,0,0,0,0,0,0,0,0,0,0.0026168,0,0,0,0,0,0.95126,0,0,0,0,0,0,0.018954,0
0,0.020869,0.51566,0.72962,0.15826,0.0050767,0,0,0,0.015527,0,0,0,0.015988,0,0.4192,0,0,0,0,0,0.0042191,0,0,0
0,0,0.57226,0.80972,0.053585,0,0,0.0061078,0,0,0.051579,0,0,0,0.0061561,0,0,0,0,0,0,0,0,0.10614,0
0,0,0,0.99348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071957,0.088407,0
0.98453,0,0,0,0,0,0,0,0,0,0,0.011364,0,0,0,0,0,0,0,0,0,0.059913,0,0.16424,0
0,0.064234,0,0,0,0.30305,0,0,0,0,0.0075122,0,0.21677,0,0,0,0.52287,0.21616,0,0.73272,0,0,0,0,0
0.051828,0.0062612,0,0,0.34137,0,0,0,0,0,0.88543,0,0,0.087236,0,0,0,0,0,0,0.0065326,0.0054444,0,0.29844,0
0,0.31828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07736,0.55294,0,0,0.67228,0,0.36744
0,0,0,0,0,0,0,0,0.005761,0.040337,0,0.0038159,0,0,0,0,0,0.60406,0.79042,0,0,0,0,0,0.093071
0,0.024291,0,0,0,0,0,0.16604,0.30017,0,0,0,0,0,0,0.044585,0.62827,0.53885,0.43946,0.020577,0,0,0.033429,0,0
0,0,0,0,0,0,0,0.022808,0,0.04832,0.044202,0,0.96515,0,0,0,0.25236,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0057734,0,0,0,0,0,0,0,0,0.078951,0,0,0.78626,0.6128,0,0,0,0,0,0
0,0.0059038,0,0.0027075,0,0,0,0,0,0,0.0059973,0,0.0020866,0.0031692,0.91361,0,0,0,0.11767,0,0,0.0072936,0,0.389,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72558,0.36224,0,0,0.38533,0,0,0.43648,0,0.057681,0
0,0,0,0,0,0,0.32272,0,0.28786,0,0.0048667,0,0,0.84023,0,0,0.32706,0.0022064,0,0,0,0,0,0,0
0,0.02956,0,0.89501,0,0,0,0,0,0.0086552,0,0,0.33686,0.04889,0.004119,0.071638,0,0.27726,0.011039,0,0,0,0,0,0
0.055225,0.08729,0.010789,0,0.032214,0.052971,0.14227,0.03268,0.0015769,0.0030273,0,0.00020086,0.23906,0.0079656,0,0.12829,0.0033565,0.071284,0.0044915,0.90941,0.0021152,0.2273,0.00018094,0.01143,0.080331
